opcode	uso	fichero	linea	contexto	nota
jwe	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1691	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwe",	ConnectionProtocol.Push("xxx", ...)
jwe	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1811	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwe",	ConnectionProtocol.Push("xxx", ...)
jwe	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1835	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwe",	ConnectionProtocol.Push("xxx", ...)
jwe	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1935	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwe",	ConnectionProtocol.Push("xxx", ...)
jwe	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2224	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwe",	ConnectionProtocol.Push("xxx", ...)
jwe	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2249	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwe",	ConnectionProtocol.Push("xxx", ...)
jwe	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2342	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwe",	ConnectionProtocol.Push("xxx", ...)
jwe	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2608	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwe",	ConnectionProtocol.Push("xxx", ...)
jwe	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2625	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwe",	ConnectionProtocol.Push("xxx", ...)
jwe	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2654	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwe",	ConnectionProtocol.Push("xxx", ...)
jwe	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2703	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwe",	ConnectionProtocol.Push("xxx", ...)
jwe	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2735	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwe",	ConnectionProtocol.Push("xxx", ...)
jwe	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2741	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwe",	ConnectionProtocol.Push("xxx", ...)
jwf	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4696	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/jwf", jwfMsg.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jwh	despacho	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1032	else if (payloadStr.Contains("type.ankama.com/jwh"))	comparacion de cadena sobre el frame recibido
jwh	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	790	|| payloadStr.Contains("type.ankama.com/jwh")	comparacion de cadena sobre el frame recibido
jwh	read	Jondo.Unity.Launcher/Network/FightProtocol.cs	525	byte[]? jwh = ConnectionProtocol.ReadPayload(payload, "jwh");	ConnectionProtocol.ReadPayload(frame, "xxx")
jwi	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1346	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwi",	ConnectionProtocol.Push("xxx", ...)
jwi	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1526	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwi",	ConnectionProtocol.Push("xxx", ...)
jwi	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1616	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwi",	ConnectionProtocol.Push("xxx", ...)
jwi	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1621	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwi",	ConnectionProtocol.Push("xxx", ...)
jwi	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1702	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwi",	ConnectionProtocol.Push("xxx", ...)
jwi	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1831	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwi",	ConnectionProtocol.Push("xxx", ...)
jwi	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1849	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwi",	ConnectionProtocol.Push("xxx", ...)
jwi	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2305	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwi",	ConnectionProtocol.Push("xxx", ...)
jwi	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2352	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwi",	ConnectionProtocol.Push("xxx", ...)
jwi	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2707	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwi",	ConnectionProtocol.Push("xxx", ...)
jwi	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2756	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwi",	ConnectionProtocol.Push("xxx", ...)
jwi	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3153	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwi",	ConnectionProtocol.Push("xxx", ...)
jwk	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3357	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/jwk", jwkMsg.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jwl	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3286	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/jwl", Array.Empty<byte>()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jwm	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3246	byte[] env = BuildGameNodePacket("type.ankama.com/jwm", jwmMsg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jwo	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	36	public const string GameFightTurnStart = "jwo";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jwo	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	830	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/jwo", Array.Empty<byte>()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jwo	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	899	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/jwo", Array.Empty<byte>()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jwq	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	466	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwq",	ConnectionProtocol.Push("xxx", ...)
jwu	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3375	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/jwu", jwuMsg.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jwu	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4508	byte[] env = BuildGameNodePacket("type.ankama.com/jwu", msg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jwz	despacho	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1017	else if (payloadStr.Contains("type.ankama.com/jwz"))	comparacion de cadena sobre el frame recibido
jwz	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	789	|| payloadStr.Contains("type.ankama.com/jwz") || payloadStr.Contains("type.ankama.com/jxy")	comparacion de cadena sobre el frame recibido
jxb	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1343	await WriteFrameAsync(stream, ConnectionProtocol.Push("jxb",	ConnectionProtocol.Push("xxx", ...)
jxc	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1312	await WriteFrameAsync(stream, ConnectionProtocol.Push("jxc",	ConnectionProtocol.Push("xxx", ...)
jxc	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3151	await WriteFrameAsync(stream, ConnectionProtocol.Push("jxc",	ConnectionProtocol.Push("xxx", ...)
jxe	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	40	public const string GameFightTurnList = "jxe";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jxe	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	865	return BuildGameNodePacket("type.ankama.com/jxe", jxeMsg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jxg	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	419	await WriteFrameAsync(stream, ConnectionProtocol.Push("jxg",	ConnectionProtocol.Push("xxx", ...)
jxg	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	431	await WriteFrameAsync(stream, ConnectionProtocol.Push("jxg",	ConnectionProtocol.Push("xxx", ...)
jxh	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1370	await WriteFrameAsync(stream, ConnectionProtocol.Push("jxh",	ConnectionProtocol.Push("xxx", ...)
jxm	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2277	await WriteFrameAsync(stream, ConnectionProtocol.Push("jxm",	ConnectionProtocol.Push("xxx", ...)
jxw	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	39	public const string GameFightTurnEnd = "jxw";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jxw	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1611	await WriteFrameAsync(stream, ConnectionProtocol.Push("jxw",	ConnectionProtocol.Push("xxx", ...)
jxw	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1696	await WriteFrameAsync(stream, ConnectionProtocol.Push("jxw",	ConnectionProtocol.Push("xxx", ...)
jxw	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1826	await WriteFrameAsync(stream, ConnectionProtocol.Push("jxw",	ConnectionProtocol.Push("xxx", ...)
jxw	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2303	await WriteFrameAsync(stream, ConnectionProtocol.Push("jxw",	ConnectionProtocol.Push("xxx", ...)
jxx	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4479	return BuildGameNodePacket("type.ankama.com/jxx", jxxOuterPayload.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jxy	despacho	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1022	else if (payloadStr.Contains("type.ankama.com/jxy"))	comparacion de cadena sobre el frame recibido
jxy	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	789	|| payloadStr.Contains("type.ankama.com/jwz") || payloadStr.Contains("type.ankama.com/jxy")	comparacion de cadena sobre el frame recibido
jxz	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1296	await WriteFrameAsync(stream, ConnectionProtocol.Push("jxz",	ConnectionProtocol.Push("xxx", ...)
jxz	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3167	await WriteFrameAsync(stream, ConnectionProtocol.Push("jxz",	ConnectionProtocol.Push("xxx", ...)
jya	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1517	await WriteFrameAsync(stream, ConnectionProtocol.Push("jya",	ConnectionProtocol.Push("xxx", ...)
jya	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4244	byte[] env = BuildGameNodePacket("type.ankama.com/jya", msg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jyf	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4219	list.Add(BuildGameNodePacket("type.ankama.com/jyf", msg1.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jyf	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4231	list.Add(BuildGameNodePacket("type.ankama.com/jyf", msg2.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jyg	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	787	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/jyg", jygMsg.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jyg	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2955	await WriteFrameAsync(stream, ConnectionProtocol.Push("jyg",	ConnectionProtocol.Push("xxx", ...)
jyi	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	945	return BuildGameNodePacket("type.ankama.com/jyi", jyiMsg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jyj	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	798	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/jyj", jyjMsg.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jyj	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1546	await WriteFrameAsync(stream, ConnectionProtocol.Push("jyj",	ConnectionProtocol.Push("xxx", ...)
jyk	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	823	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/jyk", jykMsg.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jys	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4492	string typeUrl = isMP ? "type.ankama.com/kkz" : "type.ankama.com/jys";	ternario typeUrl -> BuildGameNodePacket(typeUrl,...) en FightHandler.cs:4497
jyt	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3134	await WriteFrameAsync(stream, ConnectionProtocol.Push("jyt",	ConnectionProtocol.Push("xxx", ...)
jyy	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1293	await WriteFrameAsync(stream, ConnectionProtocol.Push("jyy",	ConnectionProtocol.Push("xxx", ...)
jyz	read	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3906	var inner = ExtractMessagePayload(payload, "type.ankama.com/jyz");	NetworkEnvelope.ExtractMessagePayload(..., uri)
jzc	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1472	await WriteFrameAsync(stream, ConnectionProtocol.Push("jzc",	ConnectionProtocol.Push("xxx", ...)
jzu	descartado	Jondo.Unity.Launcher/Network/ConnectionProtocolSelfTest.cs	38	Same(failures, "jzu",	DESCARTADO: etiqueta de ConnectionProtocolSelfTest.Same(), no viaja
jzu	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	463	await WriteFrameAsync(stream, ConnectionProtocol.Push("jzu",	ConnectionProtocol.Push("xxx", ...)
jzu	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2055	await WriteFrameAsync(stream, ConnectionProtocol.Push("jzu",	ConnectionProtocol.Push("xxx", ...)
jzy	despacho	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1002	if (payloadStr.Contains("type.ankama.com/jzy"))	comparacion de cadena sobre el frame recibido
jzy	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	788	else if (payloadStr.Contains("type.ankama.com/jzy") || payloadStr.Contains("type.ankama.com/kaq")	comparacion de cadena sobre el frame recibido
jzy	read	Jondo.Unity.Launcher/Network/FightProtocol.cs	1179	byte[]? jzy = ConnectionProtocol.ReadPayload(payload, "jzy");	ConnectionProtocol.ReadPayload(frame, "xxx")
kaa	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	408	await WriteFrameAsync(stream, ConnectionProtocol.Push("kaa",	ConnectionProtocol.Push("xxx", ...)
kae	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	35	public const string GameFightShowFighter = "kae";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kae	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	449	await WriteFrameAsync(stream, ConnectionProtocol.Push("kae",	ConnectionProtocol.Push("xxx", ...)
kah	descartado	Jondo.Unity.Launcher/Network/ConnectionProtocolSelfTest.cs	77	Same(failures, "kah", "08a28280c8e7081801", FightProtocol.BuildReadyAck(fighter));	DESCARTADO: etiqueta de ConnectionProtocolSelfTest.Same(), no viaja
kah	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1231	await WriteFrameAsync(stream, ConnectionProtocol.Push("kah",	ConnectionProtocol.Push("xxx", ...)
kai	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1259	await WriteFrameAsync(stream, ConnectionProtocol.Push("kai",	ConnectionProtocol.Push("xxx", ...)
kam	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	401	await WriteFrameAsync(stream, ConnectionProtocol.Push("kam",	ConnectionProtocol.Push("xxx", ...)
kaq	despacho	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1013	else if (payloadStr.Contains("type.ankama.com/kaq"))	comparacion de cadena sobre el frame recibido
kaq	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	788	else if (payloadStr.Contains("type.ankama.com/jzy") || payloadStr.Contains("type.ankama.com/kaq")	comparacion de cadena sobre el frame recibido
kaq	read	Jondo.Unity.Launcher/Network/FightProtocol.cs	1231	byte[]? kaq = ConnectionProtocol.ReadPayload(payload, "kaq");	ConnectionProtocol.ReadPayload(frame, "xxx")
kau	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	455	await WriteFrameAsync(stream, ConnectionProtocol.Push("kau",	ConnectionProtocol.Push("xxx", ...)
kba	descartado	Jondo.Unity.Launcher/Network/ConnectionProtocolSelfTest.cs	33	Same(failures, "kba",	DESCARTADO: etiqueta de ConnectionProtocolSelfTest.Same(), no viaja
kba	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	440	await WriteFrameAsync(stream, ConnectionProtocol.Push("kba",	ConnectionProtocol.Push("xxx", ...)
kbd	push	Jondo.Unity.Launcher/Handlers/NpcHandler.cs	140	ConnectionProtocol.Push("kbd", kbd));	ConnectionProtocol.Push("xxx", ...)
kci	push	Jondo.Unity.Launcher/Handlers/ChestHandler.cs	51	ConnectionProtocol.Push("kci", ConnectionProtocol.BuildStorageOpened()));	ConnectionProtocol.Push("xxx", ...)
kcr	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	491	else if (payloadStr.Contains("type.ankama.com/kcr"))	comparacion de cadena sobre el frame recibido
kcr	read	Jondo.Unity.Launcher/Handlers/ChestHandler.cs	69	byte[]? kcr = ConnectionProtocol.ReadPayload(payload, "kcr");	ConnectionProtocol.ReadPayload(frame, "xxx")
kdg	push	Jondo.Unity.Launcher/Handlers/NpcHandler.cs	298	await Jondo.Protocol.NetworkMessage.WriteFrameAsync(stream, ConnectionProtocol.Push("kdg"));	ConnectionProtocol.Push("xxx", ...)
kdx	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kdx	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	294	case "kdx": return ("World Loading", "Connection", "AccountCapabilitiesMessage (Global account rights)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kdx	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	41	public static byte[] BuildKdxMessage() => BuildSingleVarIntMessage("type.ankama.com/kdx", 2000000);	TransitionPacketsBuilder.BuildSingleVarIntMessage(uri, n)
kea	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	773	else if (payloadStr.Contains("type.ankama.com/kea"))	comparacion de cadena sobre el frame recibido
kea	read	Jondo.Unity.Launcher/Handlers/NpcHandler.cs	216	byte[]? kea = ConnectionProtocol.ReadPayload(payload, "kea");	ConnectionProtocol.ReadPayload(frame, "xxx")
key	descartado	Jondo.Unity.Launcher/Network/HaapiServer.cs	358	!property.Name.Contains("key", StringComparison.OrdinalIgnoreCase)) continue;	FALSO POSITIVO: filtro por nombre de propiedad JSON
key	descartado	Jondo.Unity.Launcher/Zaap/ZaapService.cs	1392	tmp67.Name = "key";	FALSO POSITIVO: nombre de campo Thrift (tmp67.Name)
kfr	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kfr	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	271	case "kfr": return ("World Loading", "Character", "EmoteListMessage (Unlocked emotes and animations)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
khd	push	Jondo.Unity.Launcher/Handlers/ChestHandler.cs	64	ConnectionProtocol.Push("khd", ConnectionProtocol.BuildStorageClosed()));	ConnectionProtocol.Push("xxx", ...)
khd	push	Jondo.Unity.Launcher/Handlers/NpcHandler.cs	324	ConnectionProtocol.Push("khd", ConnectionProtocol.BuildShopClosed()));	ConnectionProtocol.Push("xxx", ...)
kkm	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kkm	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	314	case "kkm": return ("World Loading", "Interfaces", "SocialOptionsMessage (Friend notification settings)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kkm	descartado	Jondo.Unity.Launcher/TransitionPayloads.cs	23	public static readonly byte[] kkm = new byte[] {	DESCARTADO: array de TransitionPayloads que no referencia nadie
kkm	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4733	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/kkm", Array.Empty<byte>()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
kkm	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	44	public static byte[] BuildKkmMessage() => BuildEmptyMessage("type.ankama.com/kkm");	TransitionPacketsBuilder.BuildEmptyMessage(uri)
kkn	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	312	case "kkn": return ("World Loading", "Sync", "MapLoadCompleted (Notification that the graphics load finished)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kkn	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	624	else if (payloadStr.Contains("type.ankama.com/kkn"))	comparacion de cadena sobre el frame recibido
kkp	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kkp	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	313	case "kkp": return ("World Loading", "Interfaces", "SocialStatusMessage (Configuration of the online social status)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kkp	descartado	Jondo.Unity.Launcher/TransitionPayloads.cs	18	public static readonly byte[] kkp = new byte[] {	DESCARTADO: array de TransitionPayloads que no referencia nadie
kkp	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4732	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/kkp", Array.Empty<byte>()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
kkp	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	43	public static byte[] BuildKkpMessage() => BuildEmptyMessage("type.ankama.com/kkp");	TransitionPacketsBuilder.BuildEmptyMessage(uri)
kkr	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	328	case "kkr": return ("In Game", "Map", "MapComplementaryInfoRequest (Request for actors and interactives)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kkr	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	39	Register("kkr", kkr.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kkr	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	732	else if (payloadStr.Contains("type.ankama.com/kkr") || payloadStr.Contains("type.ankama.com/jqf") || payloadStr.Contains("type.ankama.com/igx"))	comparacion de cadena sobre el frame recibido
kkr	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4751	byte[] kkrPacket = BuildGameNodePacket("type.ankama.com/kkr", kkrSynth.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
kkr	read	Jondo.Unity.Launcher/Handlers/MapLoadHandler.cs	21	byte[]? inner = NetworkEnvelope.ExtractMessagePayload(payload, "type.ankama.com/kkr");	NetworkEnvelope.ExtractMessagePayload(..., uri)
kku	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	40	Register("kku", kku.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kku	push	Jondo.Unity.Launcher/Handlers/InventoryHandler.cs	245	return NetworkEnvelope.BuildGameNodePacket("type.ankama.com/kku", ms.ToArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
kkz	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4172	return BuildGameNodePacket("type.ankama.com/kkz", kkzMsg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
kkz	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4190	return BuildGameNodePacket("type.ankama.com/kkz", kkzMsg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
kkz	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4492	string typeUrl = isMP ? "type.ankama.com/kkz" : "type.ankama.com/jys";	ternario typeUrl -> BuildGameNodePacket(typeUrl,...) en FightHandler.cs:4497
kla	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	546	else if (payloadStr.Contains("type.ankama.com/kla"))	comparacion de cadena sobre el frame recibido
kld	push	Jondo.Unity.Launcher/Handlers/NpcHandler.cs	187	ConnectionProtocol.Push("kld", ConnectionProtocol.BuildDialogClosed(	ConnectionProtocol.Push("xxx", ...)
kld	push	Jondo.Unity.Launcher/Handlers/ZaapTravelHandler.cs	119	ConnectionProtocol.Push("kld", ConnectionProtocol.BuildDialogClosed()));	ConnectionProtocol.Push("xxx", ...)
kld	push	Jondo.Unity.Launcher/Handlers/ZaapTravelHandler.cs	187	ConnectionProtocol.Push("kld", ConnectionProtocol.BuildDialogClosed()));	ConnectionProtocol.Push("xxx", ...)
klo	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	827	cleanPayload.Contains("klo") || cleanPayload.Contains("kmt") || cleanPayload.Contains("jgv") ||	comparacion de cadena sobre el frame recibido
klp	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
klp	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	250	case "klp": return ("Character Selection", "Interfaces", "CharacterListEmpty (Initial empty character list)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
klp	descartado	Jondo.Unity.Launcher/TransitionPayloads.cs	104	public static readonly byte[] klp = new byte[] {	DESCARTADO: array de TransitionPayloads que no referencia nadie
klp	push	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	124	byte[] klpFrame = NetworkEnvelope.ConvertHexStringToByteArray("1D-1A-1B-0A-19-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6B-6C-70-12-02-10-00");	opcode escondido en cadena hex; la trama se escribe en el socket
