compressedCoords,x,y,mapIds
-524277,-32760,11,135179
-1048581,-32751,-32763,75499266
-3276790,-32718,10,156682
720895,10,-32767,68421126
-1245227,-32748,-32725,139461122
1507323,22,-32763,99746821
-131074,-32765,-32766,210633731;129238018;88213785;196346373
-524335,-32759,-32721,128058893
-48,-32767,-32720,127928844
-983046,-32752,-32762,75499779
-131038,-32766,34,72617988
-720901,-32756,-32763,75501826
-1966135,-32737,-32713,216269570;212600837
-1114123,-32750,-32757,75498760
-983047,-32752,-32761,75499780
-131117,-32765,-32723,127927823
-1179653,-32749,-32763,75498242
-1179609,-32750,39,172235786
-1048617,-32751,-32727,139462660
917440,13,-32704,173539329
-1900599,-32738,-32713,216270594;212601349
-720865,-32757,31,181405700;180356098;181144580
-983048,-32752,-32760,75499781
262130,3,-32754,101713413;190578688
1769466,26,-32762,99615748
-2031672,-32736,-32712,216400644;217056264;212599811
-1769442,-32741,30,172231169
-196654,-32764,-32722,127927310
-589879,-32758,-32713,128059397
-589878,-32758,-32714,128059398
-786401,-32756,31,181404676;181403648
-1245190,-32748,-32762,75497731
-1900563,-32738,-32749,164233743
-917541,-32753,-32731,139463688
327667,4,-32755,101715461;190579201
393207,5,-32759,101715469;190579717
-3669991,-32712,25,23330816;23331073;159769
-786435,-32755,-32765,75501056
-589882,-32758,-32710,128059394
-1703956,-32741,-32748,164103182
-458800,-32760,-32720,128058380
-1703906,-32742,30,172231681
-655414,-32757,-32714,128059910
327670,4,-32758,101715467;190579204
1703932,25,-32764,99615238
-917507,-32753,-32765,75500032
196595,2,-32755,101713415;190843393
-1114119,-32750,-32761,75498756
-1703954,-32741,-32750,164103184
-45,-32767,-32723,127928847
-1835043,-32739,-32733,142086671
-1245226,-32748,-32726,139461123
-851973,-32754,-32763,75500802
458747,6,-32763,101713429;3333
2555852,38,-32716,215221250
-46,-32767,-32722,127928846
-2228188,-32734,36,172360711
-2228194,-32734,30,172360705
-327725,-32762,-32723,127926287
-983050,-32752,-32758,147981317
-1638358,-32743,42,172232205
-2162779,-32734,-32677,66060547
-2424919,-32730,-32681,66193409
393234,6,18,88083205
-1245212,-32748,-32740,164364296
-2359382,-32731,-32682,66192898
327706,5,26,88082435
-2031707,-32736,-32677,66061571
-851991,-32754,-32745,14420231;165151756
458770,7,18,88083717
-1245216,-32748,-32736,164364292
-1245211,-32748,-32741,164364297
-1179632,-32750,16,176817155;172491265
-65512,-32767,24,88212481
-65524,-32767,12,88212747
-1048611,-32751,-32733,164365825
-3735546,-32711,6,78643201
-1245198,-32748,-32754,164364310
-65522,-32767,14,88212745
655369,10,9,88085262;234622213
-1114144,-32750,-32736,164365316
393227,6,11,88083212;239079942;235147009
458771,7,19,88083716
65561,1,25,88080386
-1179676,-32749,-32740,164364808
196617,3,9,88081678;90965513;95159817;98829833
851985,13,17,88086790
327695,5,15,88082696;234619393
327702,5,22,88082689
-196602,-32765,6,88213777;41944064
131092,2,20,88081155
30,0,30,88211975
524317,8,29,88083974
458780,7,28,88083461
-3145711,-32720,17,155665
-1507380,-32744,-32716,159650317
393190,5,-32742,189793285;119015426
-4915266,-32692,-32702,60035079
-589820,-32759,4,135684
-1048635,-32751,-32709,158861315
-196577,-32765,31,84411911
-1310756,-32747,-32732,142090766
-1048633,-32751,-32711,158861317
-327653,-32763,27,84410883;198181379
-655401,-32757,-32727,139724289
-2424879,-32730,-32721,142082051
-1179685,-32749,-32731,139461640
-589800,-32759,24,172758018;179180812
-327651,-32763,29,84410885
-3145811,-32719,-32685,186516226
-1245242,-32748,-32710,158859780
-458758,-32760,-32762,147852297;129763586
-458724,-32761,28,84541956
-1572902,-32743,-32730,142088716
-1048620,-32751,-32724,139462657
-393185,-32762,31,84410375
-2359343,-32731,-32721,142082563
-1048554,-32752,22,172754432
-196578,-32765,30,84411910
-1900589,-32738,-32723,142086149
-1703972,-32741,-32732,142087694
-1048636,-32751,-32708,158861314
-1310762,-32747,-32726,142090760
-1835052,-32739,-32724,142086662;202900992
-983097,-32752,-32711,158861829
-1114149,-32750,-32731,139462152
-1048612,-32751,-32732,139462665
-655368,-32757,-32760,147850759
1441761,21,-32737,211025920
-655336,-32758,24,172757506
-1769514,-32740,-32726,142087176
-1376318,-32746,-32706,158990848
1769447,26,-32743,205260801
-720927,-32756,-32737,165152772;222568960;196215812
-655383,-32757,-32745,165153292
-1703934,-32742,2,171966984
-1572856,-32744,8,171968014
-851997,-32754,-32739,165151750
-1507317,-32745,11,171968529
851899,12,-32699,174855170
-1507329,-32744,-32767,171706378
-852026,-32754,-32710,155976193;159122438
-1703938,-32741,-32766,171704841
-1507319,-32745,9,171968527
655335,9,-32743,190054916
-1638348,-32743,52,183241231
2555883,38,-32747,163054594;163054849
-1572852,-32744,12,171968018;181927936
-393236,-32761,-32748,165155343
-1835020,-32739,-32756,167248904;123472385
-655325,-32758,35,183240205;171445760
-1769481,-32740,-32759,171704322
-720926,-32756,-32738,165152773;222568961
720827,10,-32699,174853122
-1769464,-32741,8,171966478
-1572866,-32743,-32766,171705865
-720955,-32756,-32709,155977216;159124484
-1441795,-32745,-32765,171706888
-1048601,-32751,-32743,165282314
-1572869,-32743,-32763,171705862
-1703933,-32742,3,171966985
786405,11,-32741,190055938
-1572867,-32743,-32765,171705864
-2031633,-32736,-32751,167379459
-720953,-32756,-32711,155977218
589756,8,-32700,174851076
-458782,-32760,-32738,165154821
-1638410,-32742,-32758,171705345
-1900560,-32738,-32752,167248388
-1769461,-32741,11,171966481
1376262,21,6,117965058
-1572862,-32744,2,171968008
-1835005,-32740,3,172098057
-1703945,-32741,-32759,171704834
-1441800,-32745,-32760,171706883
-1703932,-32742,4,171966986
-786464,-32755,-32736,165152259
65543,1,7,95158791;88080656;145098754;98828807;90964487
-327663,-32763,17,221249538;220987396
-720930,-32756,-32734,165152769
-655391,-32757,-32737,165153284
-917555,-32753,-32717,155975688
917438,13,-32702,174856200;201070594
655291,9,-32699,174852098
589804,8,-32748,193332226
-852020,-32754,-32716,155976199
-2162704,-32734,-32752,167380484
-327699,-32762,-32749,165155856
-655389,-32757,-32739,165153286
-1114134,-32750,-32746,165282829
786410,11,-32746,190055943
-655380,-32757,-32748,165153295;161484038
589797,8,-32741,190054402
-1900514,-32739,30,172230145
-1769431,-32741,41,172231180
-1048613,-32751,-32731,139462664
-1048583,-32751,-32761,75499268
-196608,-32765,0,210633733;88213783
1572861,23,-32765,99746311
-1834967,-32740,41,172230668
-1835023,-32739,-32753,164102163
-1769489,-32740,-32751,164102673
-1638371,-32743,29,172232192
-262151,-32763,-32761,185860610
65489,0,-32721,127929357
-1572877,-32743,-32755,164104213
-1835034,-32739,-32742,164102152
-2031670,-32736,-32714,216400384;212600326;217059334
-851935,-32755,33,181403650;181142536
-65505,-32767,31,72618497
-1703893,-32742,43,172231694
-1048582,-32751,-32762,75499267
-1769486,-32740,-32754,164102676
1245122,18,-32706,173541891
-1376226,-32747,30,172234241
-917513,-32753,-32759,75500294
-1835027,-32739,-32749,164102159
-1507286,-32745,42,172233229
65567,1,31,72619521
-1966118,-32737,-32730,142085644
-1703964,-32741,-32740,164103174
-1900568,-32738,-32744,164233738
-393262,-32761,-32722,128057870
-262189,-32763,-32723,127926799
393205,5,-32757,101715465;190579715
-65552,-32766,-32752,189530125
-524348,-32759,-32708,128058880
-1114156,-32750,-32724,139462145
-524337,-32759,-32719,128058891
1572850,23,-32754,99746564;116916224;106694160
-393223,-32761,-32761,147852808
-1703894,-32742,42,172231693
-1703968,-32741,-32736,164103170
-1179614,-32750,34,172235781
262128,3,-32752,101713409;188744710;192675848
65488,0,-32720,127929356
1179586,17,-32706,173541379
-655412,-32757,-32716,128059912
917441,13,-32705,173539330
524278,7,-32758,101717517;190580740
-851980,-32754,-32756,147849219
196584,2,-32744,189532165
-1310723,-32747,-32765,75629056
196556,2,-32716,126095127
-458793,-32760,-32727,156237827
-3473471,-32714,-32705,54160703
-327734,-32762,-32714,126223129
-262199,-32763,-32713,126091546
-262173,-32763,-32739,126091264
-35,-32767,-32733,126093574
-51,-32767,-32717,126093590
-4653098,-32696,-32726,54169898
-5308460,-32686,-32724,54175020
-262183,-32763,-32729,156239365
327626,4,-32714,126096153
-458806,-32760,-32714,126224153
-4325432,-32701,-32712,54167352
-196659,-32764,-32717,126092054
-3211257,-32719,7,156167
720897,11,1,68421640;95163905
-1114103,-32751,9,139785
-2490384,-32729,-32752,34474246
-3997704,-32706,-32760,163080
-3342329,-32717,7,157191
-3866605,-32709,19,161299
-2293773,-32732,-32755,34341888
-524279,-32760,9,135177
-3735556,-32710,-32764,161028
-3080178,-32721,14,155150
-3801062,-32710,26,160794
-3145719,-32720,9,155657
-3145709,-32720,19,155667
-262145,-32763,-32767,133889;129236995
-2752511,-32726,1,152577
-3670004,-32712,12,159756
-3604483,-32712,-32765,160003
-3080175,-32721,17,155153
-3801081,-32710,7,160775
-458741,-32761,11,134667
-2949105,-32723,15,154127
-458755,-32760,-32765,135427
-3080170,-32721,22,155158
-1179637,-32750,11,140299
-1048567,-32752,9,139273
-3342332,-32717,4,157188
-2949102,-32723,18,154130
-917496,-32754,8,138248
-3604476,-32713,4,159236;90178560;90179584;90177536;90180608;90181632
1572856,23,-32760,99746306;106695174;106694150
-851976,-32754,-32760,75500805
-3342331,-32717,5,157189
-3801098,-32709,-32758,161546
-2949119,-32723,1,154113
655359,9,-32767,68420614
-3866617,-32709,7,161287
1572852,23,-32756,99746562;106693132
-1245188,-32748,-32764,75497729
-2818050,-32724,-32766,153858
-983058,-32752,-32750,147981571
-851941,-32755,27,172755973
-2883654,-32723,-32698,63439617
-1441833,-32745,-32727,142089737
-1769513,-32740,-32727,142087177
393199,5,-32751,192417794;191105028;192676870;192675846
1638425,25,25,235669769
-851982,-32754,-32754,147849217
-2031655,-32736,-32729,142085131
1572784,23,-32688,224790021
-2883665,-32723,-32687,186387970
-1638446,-32742,-32722,142088196
-2490417,-32729,-32719,142213633
-917521,-32753,-32751,147981058
-589861,-32758,-32731,139724805;139993609
-19,-32767,-32749,189530634
-655378,-32757,-32750,147851011;161484034
-20,-32767,-32748,189530633
-1048545,-32752,31,172754441
-1572840,-32744,24,173018120;180620294
-2162731,-32734,-32725,142084103
-1900584,-32738,-32728,142086154
-851945,-32755,23,172755969
-65551,-32766,-32753,189530126
-524299,-32759,-32757,147851780
-1114079,-32751,33,172753931
-24,-32767,-32744,189530629
-1900526,-32739,18,173015554
-524325,-32759,-32731,139725317
-327698,-32762,-32750,147853571
-589864,-32758,-32728,139724802;139727875
-2293801,-32732,-32727,142083081
-1310692,-32748,28,173020172
-1376294,-32746,-32730,142090252
-786448,-32755,-32752,147849985
-2097195,-32735,-32725,142084615
2031620,31,4,156501250
-1310690,-32748,30,172234753
-1835024,-32739,-32752,164102162
-655415,-32757,-32713,128059909
-47,-32767,-32721,127928845
-1769511,-32740,-32729,142087179
-983076,-32752,-32732,139463177;141820673
-1179708,-32749,-32708,158860290
-131044,-32766,28,84412420;86245386;198182916
-917547,-32753,-32725,139463682;202899972
65549,1,13,99355650;88080650
65491,0,-32723,127929359
-2359273,-32732,23,184419334
-2162666,-32735,22,184288514
1179652,18,4,177480708
-327648,-32763,32,84410888
-1835032,-32739,-32744,164102154
-852010,-32754,-32726,139464195
-1900520,-32739,24,184289284
-2097129,-32736,23,184289280
-1179705,-32749,-32711,158860293
1048582,16,6,177479686
-1835042,-32739,-32734,164102144
-983079,-32752,-32729,139463174
589758,8,-32702,176555010
524222,7,-32702,176556034
-1769492,-32740,-32748,164102670
-196580,-32765,28,84411908;198182404
-983099,-32752,-32709,158861827
-1638414,-32742,-32754,164103700
-1245220,-32748,-32732,139461129
-327649,-32763,31,84410887
-2162728,-32734,-32728,142084106
-1179674,-32749,-32742,164364810
-1900631,-32738,-32681,66062337
1310686,19,-32734,209191170
-1900629,-32738,-32683,66062339
1310687,19,-32735,209191169
131053,1,-32749,188743683;192675842;192676866
-2097245,-32735,-32675,66061061
-1114128,-32750,-32752,164365332
-589790,-32759,34,180357125;181146634
-2424917,-32730,-32683,66193411
1048585,16,9,238295822;234623745
-1310745,-32747,-32743,164495883
-655417,-32757,-32711,204214274;155977730;205786126
-786398,-32756,34,180355589;181143562
196587,2,-32747,188744193
-2293843,-32732,-32685,66192389
-524329,-32759,-32727,139988485;139725313
-1310735,-32747,-32753,164495893
-2031701,-32736,-32683,66061315
-1048598,-32751,-32746,14550277;165282317
-851990,-32754,-32746,14420229;165151757
-1179664,-32749,-32752,164364820
-2293851,-32732,-32677,66192643
-2293847,-32732,-32681,66192385
-2162778,-32734,-32678,66060546
-1376271,-32746,-32753,164496405
-1441804,-32745,-32756,164496920
-1245196,-32748,-32756,164364312
-1966166,-32737,-32682,66061826
1507336,23,8,238295298
-1966170,-32737,-32678,66062082
-1769559,-32740,-32681,66063361
-2293846,-32732,-32682,66192386
-1441805,-32745,-32755,164496919
524300,8,12,88084235;234621186;162795532
-2359387,-32731,-32677,66193155
-720864,-32757,32,180356099;181144582
1376273,21,17,238300160
-1310734,-32747,-32754,164495894
-720904,-32756,-32760,148111877;147850247
-983081,-32752,-32727,139463172
-983017,-32753,23,172754945
-1114173,-32750,-32707,158860801
-1900591,-32738,-32721,142086147
1507298,22,-32738,211026946
-2949203,-32722,-32685,186387202
-1507363,-32744,-32733,142089231
-1114097,-32751,15,172491776
-786491,-32755,-32709,159123460;155976704
-33,-32767,-32735,120061954
-327703,-32762,-32745,84806913
655334,9,-32742,119801345;190054915
262111,3,-32735,120064002
786409,11,-32745,119801347;190055942
-917488,-32754,16,172493313;167510018;167511042
-1769436,-32741,36,219546628;216926725
-1245167,-32749,17,172490754
-1703963,-32741,-32741,168167424
-4128862,-32704,-32674,112723461;108927253
-262169,-32763,-32743,84806403
-917483,-32754,21,172493318;176817157
-786490,-32755,-32710,155976705;159123462
-1376223,-32747,33,219417346
-3342319,-32717,17,28051458;63965955
-1376221,-32747,35,219417090
-917484,-32754,20,172493317
65502,0,-32734,120062465
-3604464,-32713,16,28181505;20972801;63963908
-196629,-32764,-32747,84805633
720820,10,-32692,175639553
-131095,-32765,-32745,84805377
786358,11,-32694,175640579
-2228182,-32734,42,180879873
-917557,-32753,-32715,155975686
786357,11,-32693,175636484
982968,14,-32696,175645698
-1507324,-32745,4,180619266;171968522
131039,1,-32735,120062978
851897,12,-32697,175644676
-2162643,-32735,45,180880388;180880390
-917561,-32753,-32711,155975682
-852022,-32754,-32714,202899456;155976197
-1441794,-32745,-32766,180620290;171706889
-720952,-32756,-32712,155977219
-2162647,-32735,41,180880384
589814,8,-32758,190581252
-262168,-32763,-32744,84806402
-786484,-32755,-32716,155976711
-262167,-32763,-32745,84806401
-2162645,-32735,43,180880386
-327702,-32762,-32746,84806656
-2162646,-32735,42,180880385
-262170,-32763,-32742,84806404
-2293718,-32733,42,180879361
-1638402,-32742,-32766,171705353
-1441849,-32745,-32711,158991365
-1572906,-32743,-32726,142088712
-852007,-32754,-32729,139464198
-1835046,-32739,-32730,142086668;201065990
-1179706,-32749,-32710,158860292
-65508,-32767,28,84412932
-589863,-32758,-32729,139724803
-2162733,-32734,-32723,142084101
-1310763,-32747,-32725,142090759
-1310777,-32747,-32711,158859269
-1441850,-32745,-32710,158991364
131050,1,-32746,189531655
-2031656,-32736,-32728,142085130
-1376314,-32746,-32710,158990852
65513,0,-32745,189531142
-458763,-32760,-32757,147852292
-2424881,-32730,-32719,142082049
-1048614,-32751,-32730,139462663
-1310760,-32747,-32728,142090762
1572834,23,-32738,211027970
-1507368,-32744,-32728,142089226
-1310782,-32747,-32706,158859264
-1441832,-32745,-32728,142089738
-3145808,-32719,-32688,186515972
-131087,-32765,-32753,189661710
65520,0,-32752,189531149
-1245223,-32748,-32729,139461126
-458728,-32761,24,84541952
-1900580,-32738,-32732,142086158
-655337,-32758,23,172757505
-65556,-32766,-32748,189530121
1507297,22,-32737,211026944
-589798,-32759,26,172758020
-983080,-32752,-32728,139463173
-16,-32767,-32752,189530637
-852004,-32754,-32732,139464201
-3014724,-32721,-32700,63570433
-983102,-32752,-32706,158861824
-4194371,-32703,-32701,64230400;54166339
-917546,-32753,-32726,139463683
-2097197,-32735,-32723,142084613
-458726,-32761,26,84541954
-786446,-32755,-32754,147849729
-2949189,-32722,-32699,63438848;63440641
131047,1,-32743,189531652
-589841,-32758,-32751,147851522
-589838,-32758,-32754,147851265
-196579,-32765,29,84411909
-1703980,-32741,-32724,142087686
-1966127,-32737,-32721,142085635
-1900600,-32738,-32712,217055236;212601348
2424752,36,-32688,223347463
-1441834,-32745,-32726,142089736
1507247,22,-32687,224790532;224923648
-1114081,-32751,31,172753929
-524327,-32759,-32729,139725315
-1310702,-32748,18,173020162
2883528,43,-32712,214961665
-1441766,-32746,26,173019146
2817991,42,-32711,214961152
-3407859,-32716,13,20974340;63965447
-1572832,-32744,32,212863233
-1572848,-32744,16,173018112
-1703917,-32742,19,173017091
2621387,39,-32715,215089665
655377,10,17,83101186;82314241
786418,11,-32754,190582784
1245213,19,29,168820742
-1507303,-32745,25,173018633
2621384,39,-32712,215089922
-1507310,-32745,18,173018626
1376290,21,34,168822800
1245217,19,33,168820750
-1376213,-32747,43,212864522
2817995,42,-32715,214959105
-3342315,-32717,21,20974596;157205
-1114070,-32751,42,212866569
-3211246,-32719,18,20975617;156178
-917514,-32753,-32758,147980805
-1638363,-32743,37,212862467;214435840;214695936
-2228232,-32733,-32760,100271105
-917516,-32753,-32756,147980803
-2031623,-32736,-32761,100139522
-1572831,-32744,33,212862976
-3538900,-32714,44,76284426
-3669976,-32712,40,76415494
-1834976,-32740,32,212861185;213648384;213648642
-1441752,-32746,40,212864007
-589828,-32758,-32764,147851275;129761282
-3080158,-32721,34,76289281
-3407836,-32716,36,76285442
-2097117,-32736,35,212994050;172228614
-458759,-32760,-32761,147852296
-3211243,-32719,21,20975620;156181
-1834972,-32740,36,212860931;213650438
1965993,29,-32681,224660231
-1638368,-32743,32,212862721
-3145691,-32720,37,76287491
-3342291,-32717,45,76285963
1834923,27,-32683,224659203
2031621,31,5,156501249
-3342293,-32717,43,76285961
-3342294,-32717,42,76285960
262133,3,-32757,190578691
-1769440,-32741,32,212861697
-3080150,-32721,42,76288008
2031627,31,11,156500997
-655369,-32757,-32759,147850758
-3473369,-32715,39,76284933;75760136
-3080149,-32721,43,76288009
-3407831,-32716,41,76285447
-655365,-32757,-32763,147850762
-3604436,-32713,44,76283914
2228182,33,-32726,206963203
524217,7,-32697,174588417
2555860,38,-32724,207094787
-5177355,-32688,-32757,197918978
393204,5,-32756,190579714
-1507338,-32744,-32758,171706369
-1703943,-32741,-32761,171704836
-29,-32767,-32739,120061958
-3276880,-32717,-32688,112987138;108796181
-3604463,-32713,17,63963907
2228183,33,-32727,206963204
1441763,21,-32739,206308354
-4128737,-32705,31,179308547
524274,7,-32754,190580736
-3342420,-32716,-32684,112986112;109317120
262132,3,-32756,190578690
2359254,35,-32726,206832131
2293720,34,-32728,206831621
2424791,36,-32727,206832644
-3604470,-32713,10,63963914
851944,12,-32744,190056453
-1179629,-32750,19,172491268
851982,13,14,185075200;88086793
851968,13,0,69995522;69996546;68422663
2490327,37,-32727,206833156
-262132,-32764,12,181929473;133132
-1179627,-32750,21,172491270
1703925,25,-32757,106698256
1638392,24,-32760,106694148;99614722
-917567,-32753,-32705,159121666
-1114096,-32751,16,172491777
1703854,25,-32686,224657410
1900458,28,-32682,224660229
-196622,-32764,-32754,147854337
-589839,-32758,-32753,147851264
2686933,40,-32725,207095812
2293717,34,-32725,206831618
-1179635,-32750,13,63309312
-3669997,-32712,19,63963393
2621399,39,-32727,207095302
2293716,34,-32724,206831617
-3604469,-32713,11,88605706;63963913
655346,9,-32754,190581760
196575,2,-32735,120063490
-983024,-32753,16,172492801
393248,6,32,72222720
-3276783,-32718,17,63966467;28051970
-1245165,-32749,19,172490756
-1179630,-32750,18,172491267
-393244,-32761,-32740,165155335
2424790,36,-32726,206832643
2490328,37,-32728,206833157
2490324,37,-32724,206833153
131105,2,33,72090624;54527009
1638389,24,-32757,106697232
1245155,18,-32739,206438914
-1114092,-32751,20,172491781
-196611,-32764,-32765,129237505;196345860
1769462,26,-32758,106694146
-917563,-32753,-32709,159121412;155975680
-262147,-32763,-32765,129236993;133891
-1179628,-32750,20,172491269
1572848,23,-32752,106696208
-851931,-32755,37,178521092;178260226
-3539003,-32713,-32709,54161211
-4718632,-32695,-32728,54170408
-4390963,-32700,-32717,54167859
-5046312,-32690,-32728,54172968
-4325445,-32701,-32699,54167365
-4980766,-32691,-32738,54172446
-4587564,-32697,-32724,54169388
-4325418,-32701,-32726,54167338
-5636137,-32681,-32727,54177577
-1179693,-32749,-32723,147589131
262087,3,-32711,126095644
-3801151,-32709,-32705,54163263
-4456520,-32699,-32696,54168392
-3735609,-32710,-32711,54162745
-262194,-32763,-32718,126091541
-65594,-32766,-32710,126093085
-4784178,-32694,-32718,54170930
-1245175,-32749,9,140809
-1048632,-32751,-32712,147590144
-4849737,-32693,-32695,54171465
-2293810,-32732,-32718,159778319
65486,0,-32718,126094101
1310697,19,-32745,204997632
327623,4,-32711,126096156
1245125,18,-32709,173279745
-1376304,-32746,-32720,147587592
2031601,30,-32753,115608069
-196637,-32764,-32739,126091776
786458,12,26,90702849
-196663,-32764,-32713,126092058
-983091,-32752,-32717,147590661
-524257,-32760,31,181405698
2097137,31,-32753,115609093
983006,14,-32734,206177795
-65579,-32766,-32725,156240897
65493,0,-32725,156241921
720921,11,25,90702336
2228156,33,-32700,223085064
-983092,-32752,-32716,147590660
-1310771,-32747,-32717,147588101
2293692,34,-32700,223086088
1245153,18,-32737,206045702
2228153,33,-32697,223085057
-3670098,-32711,-32686,111150348
1179611,17,-32731,206045184
983067,15,27,90704386
2228159,33,-32703,223085071
-3866706,-32708,-32686,111281420;54163794
2359229,35,-32701,223087114
2097084,31,-32700,223217160
2293694,34,-32702,223086092
-3866704,-32708,-32688,111150342
-3997775,-32706,-32689,111150592
2162620,32,-32700,223216136
-3866705,-32708,-32687,111281417
2293695,34,-32703,223086095
2097081,31,-32697,223217153
2097090,31,-32706,223217173
2293698,34,-32706,223086101
-1376312,-32746,-32712,147587584
-1048629,-32751,-32715,147590147
-1900503,-32739,41,172230156
-1114153,-32750,-32727,139462148
-3932169,-32707,-32759,26740736
-1834966,-32740,42,172230669
-1179654,-32749,-32762,75498243
-458777,-32760,-32743,165154826
-1900562,-32738,-32750,167248386
589807,8,-32751,193332229
-393238,-32761,-32746,165155341
-2228316,-32733,-32676,66192132
-2097167,-32735,-32753,167379973
-2031632,-32736,-32752,167379460
-786474,-32755,-32726,132121093
1769500,27,28,170132486;168560644
-917528,-32753,-32744,165151243
458722,6,-32738,119015428;189793793
-2424921,-32730,-32679,66193665
-2293853,-32732,-32675,66192645
-524316,-32759,-32740,165154311
-131055,-32766,17,220988932;221251588
17,0,17,220989956;54525969
-393240,-32761,-32744,165155339
-2031631,-32736,-32753,167379461
-1048599,-32751,-32745,165282316
-1966096,-32737,-32752,167247876
-196594,-32765,14,220988417
-720929,-32756,-32735,165152770
-2359383,-32731,-32681,66192897;85983746
-720918,-32756,-32746,165152781
-458732,-32761,20,221119495
786411,11,-32747,193200641
262124,3,-32748,188744706
-196588,-32765,20,220988423
-524330,-32759,-32726,132123141
-786468,-32755,-32732,165152513
-196586,-32765,22,220988425
-851996,-32754,-32740,165151751
-2228315,-32733,-32677,66192131
-262136,-32764,8,201064964;104072194
-196590,-32765,18,220988421
-851993,-32754,-32743,165151754
720879,10,-32751,193200133
-720921,-32756,-32743,165152778
-2162774,-32734,-32682,66060290
-2228310,-32733,-32682,66191874
-131057,-32766,15,220988930
-720920,-32756,-32744,165152779
1376220,20,-32732,209191684
851947,12,-32747,193201153
-262125,-32764,19,220987910
-720923,-32756,-32741,165152776
-196591,-32765,17,220988420
589806,8,-32750,193332228
-1114137,-32750,-32743,165282826
1376218,20,-32730,209191175
786415,11,-32751,193200645
-2359386,-32731,-32678,66193154
-2162718,-32734,-32738,201064960
-1376277,-32746,-32747,164496399
-1245219,-32748,-32733,164364289
458758,7,6,88083729
983059,15,19,88087812
-1245179,-32749,5,73532932
589832,9,8,88084751;234621702
-3604474,-32713,6,78644225
393247,6,31,88082952;54529055
-1179668,-32749,-32748,164364816
-3604473,-32713,7,78644226
-1245197,-32748,-32755,164364311
-1310742,-32747,-32746,164495886
-1310747,-32747,-32741,164495881
-3604475,-32713,5,78644224
458769,7,17,88083718
-1376279,-32746,-32745,164496397
458767,7,15,88083720;234620417
196636,3,28,88081413
-3604472,-32713,8,78644227
-1179661,-32749,-32755,164364823
262171,4,27,88081924;54528027
-1245206,-32748,-32746,164364302
-65526,-32767,10,88212749
393230,6,14,88083209;234619904
65558,1,22,88080641;234619400
-3538936,-32714,8,78644739
851988,13,20,88086787
-3735545,-32711,7,78643202
851976,13,8,88086799
393228,6,12,88083211;234620162;54529036;209456140
65548,1,12,88080651
393233,6,17,88083206;54529041
65546,1,10,88080653
-3735544,-32711,8,78643203
458732,6,-32748,188746242
720878,10,-32750,193200132
1507290,22,-32730,209192710;207622152
720923,11,27,91751945;90702338
1376260,21,4,235537667
1376224,20,-32736,209191424
1441804,22,12,91751939
-196593,-32765,15,220988418
-65528,-32767,8,88212751
327703,5,23,88082432
-786392,-32756,40,171444741
589843,9,19,88084740
262170,4,26,88081923
983056,15,16,88087815
458783,7,31,88083464
-851965,-32755,3,73401858
-720889,-32757,7,73402886
-720878,-32757,18,64488705
-655362,-32757,-32766,73403139
-1048574,-32752,2,73400321
-1835064,-32739,-32712,212601860;217058308
-2097212,-32735,-32708,212599555
-2228282,-32733,-32710,212730880
-786417,-32756,15,64488196
-720875,-32757,21,64488450
-655343,-32758,17,64489218
-786415,-32756,17,64488194
-1835069,-32739,-32707,212603138
-1966133,-32737,-32715,212600839
-2228280,-32733,-32712,212730371;217057280;217059338
-4259909,-32702,-32699,194775046;194775044
-4456519,-32699,-32697,194905088
-655347,-32758,13,40895746;40895488;64489222
-4325446,-32701,-32698,194774018
-4259912,-32702,-32696,194775300;194775298;194777088
-4259911,-32702,-32697,194775040
-4325447,-32701,-32697,194774016;194774276
-3473492,-32714,-32684,109315076
-3407957,-32715,-32683,109316096
-1507364,-32744,-32732,128453121;142089230
-3473493,-32714,-32683,109315074
262125,3,-32749,191102976
262126,3,-32750,191102978
-4063325,-32705,-32675,110362624;110363650;110363648;110363654;110364674;110365698;110364678;110362630;110362632;110363656;110364672;110365696;110362626;108925717
-327729,-32762,-32719,126223124
131020,1,-32716,126094615
-131110,-32765,-32730,156240390
-65570,-32766,-32734,126093061
-327736,-32762,-32712,126223131
-65585,-32766,-32719,126093076
65496,0,-32728,156241924
-49,-32767,-32719,126093588
131016,1,-32712,126094619
65481,0,-32713,126094106
-131123,-32765,-32717,126092566
-2031625,-32736,-32759,100139520
-3407830,-32716,42,76285448
-196619,-32764,-32757,147854340
-262196,-32763,-32716,126878209;126091543
1703855,25,-32687,224657411
1834922,27,-32682,224659205
1638368,24,-32736,205520899
2555857,38,-32721,207094784;211294214
-3473363,-32715,45,76284939
1769443,26,-32739,205521926
-3538905,-32714,39,76284421
-655420,-32757,-32708,158337026
-589832,-32758,-32760,147851271
1703904,25,-32736,205521411
-917522,-32753,-32750,147981059
-589833,-32758,-32759,147851270
-262156,-32763,-32756,147853827
-3276785,-32718,15,63966469;28051968
-4325345,-32702,31,179307011
2097157,32,5,156501761
-786445,-32755,-32755,147849730
-4390883,-32701,29,179306497
1703905,25,-32737,205521412
1638372,24,-32740,205520903
-4259806,-32703,34,179307526
-1441802,-32745,-32758,171706881
-2097160,-32735,-32760,100139009
-3407954,-32715,-32686,112984066;109316102
1638370,24,-32738,205520901
-917566,-32753,-32706,158334976
