protocol	opcode	direction	usage	source_file	source_line	source_context	audit_note	phase_hint	inventory_origin
Unknown	icg	Discarded	descartado	Jondo.Unity.Server/TransitionPayloads.cs	89	new byte[] { 0x1A, 0x31, 0x0A, 0x2F, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x69, 0x63, 0x67, 0x12, 0x18, 0x0A, 0x16, 0x1A, 0x11, 0	DESCARTADO: array de TransitionPayloads que no referencia nadie	Unclassified	audited-inventory
Unknown	icg	Discarded	descartado	Jondo.Unity.Server/TransitionPayloads.cs	90	new byte[] { 0x1A, 0x31, 0x0A, 0x2F, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x69, 0x63, 0x67, 0x12, 0x18, 0x0A, 0x16, 0x1A, 0x11, 0	DESCARTADO: array de TransitionPayloads que no referencia nadie	Unclassified	audited-inventory
Unknown	icg	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	270	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/icg"", ms.ToArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Unclassified	audited-inventory
Unknown	icg	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	271	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/icg"", ms.ToArray());"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Unknown	icw	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	11	public static readonly byte[] OriginalImd = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Unknown	icw	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Unknown	icw	Discarded	descartado	Jondo.Unity.Server/Handlers/CharacterSelectionHandler.cs	46	"/// NOTE: the former target ""icw"" is NOT the inventory — the official icw payload carries"	FALSO POSITIVO: el literal esta dentro de un comentario	Character/world entry	audited-inventory
Unknown	icw	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	275	"case ""icw"": return (""World Loading"", ""Inventory"", ""InventoryContentMessage (Full inventory - 180 items)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	idf	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Game	idf	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	308	"case ""idf"": return (""World Loading"", ""Inventory"", ""InventoryPreview (Quick preview of the items)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	idf	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	23	"public static byte[] BuildIdfMessage() => BuildEmptyMessage(""type.ankama.com/idf"");"	TransitionPacketsBuilder.BuildEmptyMessage(uri)	Unclassified	audited-inventory
Unknown	ids	Discarded	descartado	Jondo.Unity.Server/Managers/Archimonsters.cs	115	"/// <paramref name=""ids""/> is the group as the database has it and comes back trimmed:"	FALSO POSITIVO: el literal esta dentro de un comentario	Unclassified	audited-inventory
Game	idu	S2C/push	push	Jondo.Unity.Server/Network/GameNodeProxy.cs	461	"ConnectionProtocol.Push(""idu"", Array.Empty<byte>()));"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Game	ieo	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	453	"else if (payloadStr.Contains(""type.ankama.com/ieo""))"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Game	ife	C2S/read	read	Jondo.Unity.Server/Network/WorldEntry.cs	100	"kqg, ""jhe"", ""jhh"", ""jhk"", ""hol"", ""jgu"", ""ihb"", ""koj"", ""ife"", ""jjs"", ""jaa"","	lista de privacidad WorldEntry.NotReplayed; se usa en ReadPayload(message, opcode) en WorldEntry.cs:359	Character/world entry	audited-inventory
Game	igs	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	752	"return BuildGameNodePacket(""type.ankama.com/igs"", Array.Empty<byte>());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Game	igs	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	756	"return BuildGameNodePacket(""type.ankama.com/igs"", Array.Empty<byte>());"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	igs	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	839	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/igs"", Array.Empty<byte>()));"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Game	igs	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	843	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/igs"", Array.Empty<byte>()));"	Current-source literal scan; semantic verification still required.	Fight	current-source
Unknown	igx	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	732	"else if (payloadStr.Contains(""type.ankama.com/kkr"") || payloadStr.Contains(""type.ankama.com/jqf"") || payloadStr.Contains(""type.ankama.com/igx""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Unknown	igx	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	829	"else if (payloadStr.Contains(Op.Uri(Op.Kkr)) || payloadStr.Contains(Op.Uri(Op.Jqf)) || payloadStr.Contains(""type.ankama.com/igx""))"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Game	ihb	C2S/read	read	Jondo.Unity.Server/Network/WorldEntry.cs	100	"kqg, ""jhe"", ""jhh"", ""jhk"", ""hol"", ""jgu"", ""ihb"", ""koj"", ""ife"", ""jjs"", ""jaa"","	lista de privacidad WorldEntry.NotReplayed; se usa en ReadPayload(message, opcode) en WorldEntry.cs:359	Character/world entry	audited-inventory
Game	ijq	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	397	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""ijq"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	ilc	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	20	"Register(""ilc"", ilc.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	ilc	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Game	ilc	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	316	"case ""ilc"": return (""World Loading"", ""Sync"", ""ServerSettingsMessage (Regional settings of the server)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	ilc	Discarded	descartado	Jondo.Unity.Server/TransitionPayloads.cs	33	public static readonly byte[] ilc = new byte[] {	DESCARTADO: array de TransitionPayloads que no referencia nadie	Unclassified	audited-inventory
Game	ilc	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	51	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/ilc"", payload);"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Unclassified	audited-inventory
Game	imd	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Game	imd	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	264	"case ""imd"": return (""World Loading"", ""Inventory"", ""InventoryWeightMessage (Basic initialization of the inventory weight)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	ioc	S2C/push	push	Jondo.Unity.Server/Handlers/NpcHandler.cs	158	"ConnectionProtocol.Push(""ioc"", ConnectionProtocol.BuildNpcDialog(mapId, npc.ContextualId)));"	"ConnectionProtocol.Push(""xxx"", ...)"	Unclassified	audited-inventory
Game	iom	Discarded	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	27	"public const string MapInformationsRequest = ""iom"";"	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	ios	S2C/push	push	Jondo.Unity.Server/Handlers/NpcHandler.cs	161	"ConnectionProtocol.Push(""ios"", ConnectionProtocol.BuildNpcQuestion("	"ConnectionProtocol.Push(""xxx"", ...)"	Unclassified	audited-inventory
Game	iov	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	763	"else if (payloadStr.Contains(""type.ankama.com/iov""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	iov	C2S/read	read	Jondo.Unity.Server/Handlers/NpcHandler.cs	90	"byte[]? iov = ConnectionProtocol.ReadPayload(payload, ""iov"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Unclassified	audited-inventory
Game	ioy	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	768	"else if (payloadStr.Contains(""type.ankama.com/ioy""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	ioy	C2S/read	read	Jondo.Unity.Server/Handlers/NpcHandler.cs	176	"byte[]? ioy = ConnectionProtocol.ReadPayload(payload, ""ioy"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Unclassified	audited-inventory
Unknown	ipu	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Unknown	ipu	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	273	"case ""ipu"": return (""World Loading"", ""Map"", ""MapInteractiveElements (Active doors and triggers)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	ipv	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Game	ipv	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	272	"case ""ipv"": return (""World Loading"", ""Map"", ""MapComplementaryInformationsData (Cell interactives)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	ipw	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Game	ipw	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	274	"case ""ipw"": return (""World Loading"", ""Map"", ""MapStatedElements (Visual state of the interactive elements)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	irm	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Game	irm	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	269	"case ""irm"": return (""World Loading"", ""Character"", ""MapActorsListMessage (Initial NPC and mob spawns of the map)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	irm	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4772	type.ankama.com/irm, CharacterSelectionHandler.BuildDynamicIrmPayload()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Game	irq	C2S/read	read	Jondo.Unity.Server/Network/WorldEntry.cs	257	"byte[]? payload = ConnectionProtocol.ReadPayload(frame, ""irq"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Character/world entry	audited-inventory
Game	irq	C2S/read	read	Jondo.Unity.Server/Network/WorldEntry.cs	303	"if (ConnectionProtocol.ReadPayload(frame, ""irq"") != null)"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Character/world entry	audited-inventory
Game	irq	C2S/read	read	Jondo.Unity.Server/Network/WorldEntry.cs	305	"return ConnectionProtocol.Push(""irq"", ResetJobs(frame));"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Character/world entry	audited-inventory
Game	iry	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	21	"Register(""iry"", iry.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	iry	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	337	"case ""iry"": return (""In Game"", ""Inventory"", ""ItemMovementConfirm (Confirmation that the item was equipped)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	iry	S2C/push	push	Jondo.Unity.Server/Handlers/InventoryHandler.cs	225	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/iry"", ms.ToArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Personal data	audited-inventory
Game	ise	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	16	"Register(""ise"", GameMapMovementRequestMessage.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	ise	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	238	"else if (!isAuthenticated && (payloadStr.Contains(""type.ankama.com/hmt"") || payloadStr.Contains(""type.ankama.com/ise"") || payloadStr.Contains(""type.ankama.com/jtk"") || payloadStr.Contains(""type.ankama.com/knx"") || payloa"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	isf	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	22	"Register(""isf"", isf.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	isf	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Game	isf	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	284	"case ""isf"": return (""World Loading"", ""Sync"", ""QuestListMessage (Notification of the active quests)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	isf	S2C/push	push	Jondo.Unity.Server/Handlers/StatsHandler.cs	217	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/isf"", ms.ToArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Unclassified	audited-inventory
Game	isf	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	123	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/isf"", ms.ToArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Unclassified	audited-inventory
Game	isi	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	23	"Register(""isi"", isi.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	isi	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	336	"case ""isi"": return (""In Game"", ""Inventory"", ""ItemMovementRequest (Request to equip/move an item)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	isi	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	759	"else if (payloadStr.Contains(""type.ankama.com/isi""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	isi	C2S/read	read	Jondo.Unity.Server/Handlers/InventoryHandler.cs	32	"byte[]? inner = NetworkEnvelope.ExtractMessagePayload(payload, ""type.ankama.com/isi"");"	NetworkEnvelope.ExtractMessagePayload(..., uri)	Personal data	audited-inventory
Game	itc	S2C/push	push	Jondo.Unity.Server/Handlers/ChestHandler.cs	91	"await AnnounceAsync(stream, uid, ArrivesInBag, ""itc"", ""sale del cofre"");"	arg 'seVa' de AnnounceAsync; llega a ConnectionProtocol.Push(seVa,...) en ChestHandler.cs:139	Unclassified	audited-inventory
Game	itd	Static	constante	Jondo.Unity.Server/Handlers/ChestHandler.cs	122	"public const string ArrivesInChest = ""itd"";"	const string	Unclassified	audited-inventory
Game	itg	S2C/push	push	Jondo.Unity.Server/Handlers/CommandHandler.cs	372	"ConnectionProtocol.Push(""itg"","	"ConnectionProtocol.Push(""xxx"", ...)"	Unclassified	audited-inventory
Game	itg	S2C/push	push	Jondo.Unity.Server/Network/WorldEntry.cs	324	"return ConnectionProtocol.Push(""itg"","	"ConnectionProtocol.Push(""xxx"", ...)"	Character/world entry	audited-inventory
Game	itg	S2C/push	push	Jondo.Unity.Server/Network/WorldEntry.cs	331	"return ConnectionProtocol.Push(""itg"", Array.Empty<byte>());"	"ConnectionProtocol.Push(""xxx"", ...)"	Character/world entry	audited-inventory
Game	itg	C2S/read	read	Jondo.Unity.Server/Network/WorldEntry.cs	319	"byte[]? itg = ConnectionProtocol.ReadPayload(frame, ""itg"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Character/world entry	audited-inventory
Game	ith	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
